id,type_id,action_id,scene_id,target_objs_id,target_actions,meaning,language_words_op,language_words_ad,gesture_words_ad,g_pointing_obj_probs
02-09-58-3_0,3,0,02-09,['02-09-11-cub-g-10'],['push'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.05121510058288273, 0.12576321806257287, 0.11961776354503798, 0.143696379374798, 0.05043289665936645, 0.050140965536431686, 0.10970543926321409, 0.03951434728672111, 0.07496117918494624, 0.05652667029748114, 0.17842604020654781, 1.0]]"
02-09-59-4_0,4,0,02-09,['02-09-11-cub-g-10'],['push'],push green big solid,"[['green', 'big', 'solid']]",[['move']],[['g0']],"[[0.04910758509434335, 0.20539830628153233, 0.11625180239951947, 0.17694426998835344, 0.04229623475204424, 0.043677657215490696, 0.12200724510947006, 0.03639148544203012, 0.0707527542382777, 0.04885295463356868, 0.0883197048453701, 1.0]]"
03-00-0-0_0,0,0,03-00,['03-00-00-sph-g-10'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[1.0, 0.0294929817227327, 0.10825572470793077, 0.07316046081006576, 0.2392366452977211, 0.03237446551006274, 0.09324981496260619, 0.09209229250870572, 0.08451019685652907, 1.0, 0.10805194879877196, 0.053362374822656385, 0.036786588862364, 0.04942650513985363]]"
03-00-1-1_0,1,0,03-00,['03-00-00-sph-g-10'],['not_applicable'],push green big sphere,"[['green', 'big', 'sphere']]",[['move']],[['g0']],"[[1.0, 0.03254222221560404, 0.10401256965953681, 0.056233634509600526, 0.21830560739011726, 0.0355678478755964, 0.07482018300459252, 0.06137071647675017, 0.1211902783380335, 1.0, 0.1437753627215482, 0.06404754855774221, 0.04350801315872188, 0.044626016092156495]]"
03-00-2-2_0,2,0,03-00,['03-00-00-sph-g-10'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[1.0, 0.032701100128757765, 0.10003086655363148, 0.05420933285144659, 0.224355042146265, 0.035793872122187494, 0.0718207186820614, 0.05897916320424508, 0.12028255955319832, 1.0, 0.15008921985082369, 0.06338723483034386, 0.0439881873850276, 0.044362702692011695]]"
03-00-3-3_0,3,0,03-00,['03-00-00-sph-g-10'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[1.0, 0.032400700829426046, 0.10912752869662387, 0.05860336014741333, 0.2087393302589776, 0.03533647283800481, 0.07845495403028474, 0.06406028082457876, 0.12318025680623397, 1.0, 0.13713213794184997, 0.06511006219525439, 0.04307239242642133, 0.04478252300493124]]"
03-00-4-4_0,4,0,03-00,['03-00-00-sph-g-10'],['not_applicable'],push green big solid,"[['green', 'big', 'solid']]",[['move']],[['g0']],"[[1.0, 0.03386895866225605, 0.11708552538772192, 0.05435550628490633, 0.14124624686354803, 0.03621045798478445, 0.07488922806579196, 0.05534885481520741, 0.1879602444898617, 1.0, 0.1313272519669344, 0.0803018651465273, 0.04674688990091412, 0.04065897043154649]]"
03-00-5-0_0,0,0,03-00,['03-00-01-cyl-b-10'],['push'],push blue cylinder,"[['blue', 'cylinder']]",[['move']],[['g0']],"[[0.07185474047485732, 1.0, 0.044264256664212215, 0.03373558059493384, 0.10444257083432044, 1.0, 0.03766482158021602, 0.034524354260984796, 0.04983877100137103, 0.13891090395727768, 0.194512415424002, 0.043369423284540694, 0.1605630691848006, 0.0863190927384832]]"
03-00-6-1_0,1,0,03-00,['03-00-01-cyl-b-10'],['push'],push blue big cylinder,"[['blue', 'big', 'cylinder']]",[['move']],[['g0']],"[[0.0702623557078468, 1.0, 0.04282704133365488, 0.032325085497782576, 0.10043190679731595, 1.0, 0.03622909830800448, 0.03311285193448156, 0.048741166068225955, 0.14008887239564188, 0.19972420609891764, 0.04229592084761929, 0.1755520820445917, 0.07840941296591733]]"
03-00-7-2_0,2,0,03-00,['03-00-01-cyl-b-10'],['push'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[0.07067078434002078, 1.0, 0.04314281037687183, 0.03268443901856137, 0.10208029728758775, 1.0, 0.03657875167392724, 0.03347826869263303, 0.04890702099854942, 0.13965697063759125, 0.19933710753489603, 0.042462992308663905, 0.16975978701664374, 0.08124077011405363]]"
03-00-8-3_0,3,0,03-00,['03-00-01-cyl-b-10'],['push'],push blue solid,"[['blue', 'solid']]",[['move']],[['g0']],"[[0.07310240469735853, 1.0, 0.045586940396837125, 0.03490477074261075, 0.10581713447979915, 1.0, 0.03889655903709882, 0.035673146777359714, 0.05104202686942591, 0.13819787148904472, 0.187936796897654, 0.044542834241310905, 0.1538775034975085, 0.09042201087399174]]"
03-00-9-4_0,4,0,03-00,['03-00-01-cyl-b-10'],['push'],push blue big solid,"[['blue', 'big', 'solid']]",[['move']],[['g0']],"[[0.07109551818141896, 1.0, 0.04319890369443989, 0.03315306711292694, 0.10803105171913653, 1.0, 0.03691746726787201, 0.033975785734620755, 0.0483258556170974, 0.1378975100743225, 0.2017560300142461, 0.04194503844442662, 0.15171117752772328, 0.09199259461176891]]"
03-00-10-0_0,0,0,03-00,['03-00-02-cyl-b-10'],['push'],push blue cylinder,"[['blue', 'cylinder']]",[['move']],[['g0']],"[[0.12131314519266824, 0.024034589986239936, 1.0, 0.2662136751596477, 0.04235398598950426, 0.023518740275451425, 1.0, 0.06358641154634043, 0.11454135541384693, 0.09452209153544695, 0.04137109425637872, 0.15222231298172617, 0.029187889182315074, 0.02713470848043409]]"
03-00-11-1_0,1,0,03-00,['03-00-02-cyl-b-10'],['push'],push blue big cylinder,"[['blue', 'big', 'cylinder']]",[['move']],[['g0']],"[[0.15368565048168786, 0.04057324778033657, 1.0, 1.0, 0.06852467370002424, 0.03950614042988837, 1.0, 0.11281827459061439, 0.13417927251001918, 0.13186937506506102, 0.06588563397513504, 0.1579906134913078, 0.0478472531553807, 0.04711986482054493]]"
03-00-12-2_0,2,0,03-00,['03-00-02-cyl-b-10'],['push'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[0.13207959057921684, 0.01879797702670656, 1.0, 0.36632048376129306, 0.03603624210641963, 0.018605236671418827, 1.0, 0.0598622553891698, 0.09688334880698025, 0.0855640159396606, 0.034182293567011975, 0.10661990246890975, 0.022894739883028183, 0.02215391380018453]]"
03-00-13-3_0,3,0,03-00,['03-00-02-cyl-b-10'],['push'],push blue solid,"[['blue', 'solid']]",[['move']],[['g0']],"[[0.06768924893734247, 0.015911769652214764, 1.0, 0.0774604422198552, 0.02610605617902282, 0.015405438054620304, 0.4054040520278915, 0.033641374852708524, 0.08165416142663444, 0.05906816127810773, 0.026519206565671378, 0.15472939953496387, 0.019523337516913, 0.016887351754054085]]"
03-00-14-4_0,4,0,03-00,['03-00-02-cyl-b-10'],['push'],push blue big solid,"[['blue', 'big', 'solid']]",[['move']],[['g0']],"[[0.11407182242436036, 0.022374766333463195, 1.0, 0.3277204878687999, 0.03978683062335413, 0.021924404893559908, 1.0, 0.06176257421129494, 0.10279584734734033, 0.08782680179048984, 0.03858925475110324, 0.13051681851401845, 0.027090197710201092, 0.02554019353201443]]"
03-00-15-0_0,0,0,03-00,['03-00-03-sph-b-10'],['not_applicable'],push blue sphere,"[['blue', 'sphere']]",[['move']],[['g0']],"[[0.07307299962372496, 0.019077284796866406, 0.5369019497096498, 1.0, 0.035946493461343355, 0.018925418882435666, 1.0, 0.08408940085473665, 0.04642791551471736, 0.06062867666648869, 0.03179431113083284, 0.04556969541040619, 0.021614722681221103, 0.02595113126757691]]"
03-00-16-1_0,1,0,03-00,['03-00-03-sph-b-10'],['not_applicable'],push blue big sphere,"[['blue', 'big', 'sphere']]",[['move']],[['g0']],"[[0.02168985074920807, 0.004885540946300881, 0.8705266640670549, 1.0, 0.009592414082468446, 0.0048689807166433985, 1.0, 0.025784153213077397, 0.012778896148595061, 0.016835203927780176, 0.00840417311709828, 0.012366343841653284, 0.00558820738618038, 0.006679571803939737]]"
03-00-17-2_0,2,0,03-00,['03-00-03-sph-b-10'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.06793602588465934, 0.018772670901018383, 0.5604502316961619, 1.0, 0.03435478296518356, 0.018548325787144444, 1.0, 0.07412767781908378, 0.04552741373109132, 0.05780710246793114, 0.030774073337865922, 0.045402638287595345, 0.021267984480961923, 0.025031072641302946]]"
03-00-18-3_0,3,0,03-00,['03-00-03-sph-b-10'],['not_applicable'],push blue solid,"[['blue', 'solid']]",[['move']],[['g0']],"[[0.06253972436921428, 0.015476402327623952, 0.6118955259760352, 1.0, 0.02965593437586202, 0.015383358488387833, 1.0, 0.07330387502275067, 0.03858562689185197, 0.050674401089329656, 0.026111422602529254, 0.03764814493447573, 0.017591268012911353, 0.021134315909028194]]"
03-00-19-4_0,4,0,03-00,['03-00-03-sph-b-10'],['not_applicable'],push blue big solid,"[['blue', 'big', 'solid']]",[['move']],[['g0']],"[[0.16635328902287078, 0.038622457406336644, 1.0, 1.0, 0.07433596683270674, 0.03838401856704459, 1.0, 0.18632636200044825, 0.10239846220051088, 0.1311121082815772, 0.06581724113075445, 0.10048588984918903, 0.04425851829035727, 0.05190568641820411]]"
03-00-20-0_0,0,0,03-00,['03-00-04-sph-g-10'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[0.35469462323512846, 0.04853877820785318, 0.036211751135453864, 0.028725567594523094, 1.0, 0.07133679898428599, 0.03197270443005836, 0.032260756098922504, 0.03796586495550541, 1.0, 1.0, 0.028635214249362495, 0.053820526936554196, 0.2758374141723524]]"
03-00-21-1_0,1,0,03-00,['03-00-04-sph-g-10'],['not_applicable'],push green big sphere,"[['green', 'big', 'sphere']]",[['move']],[['g0']],"[[0.06633968679181418, 0.01910110934520192, 0.012147060395106013, 0.00981725422808944, 1.0, 0.030150489984999064, 0.010819845785456595, 0.010904653804058952, 0.012615798139323908, 1.0, 1.0, 0.009728617839433521, 0.01945884325309846, 0.798916640433418]]"
03-00-22-2_0,2,0,03-00,['03-00-04-sph-g-10'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.600953872753513, 0.029818041272651113, 0.026574651246908835, 0.021262508552464934, 1.0, 0.040960329158216166, 0.02364866924172996, 0.02421157642213675, 0.02724414920726229, 1.0, 1.0, 0.020326225334633862, 0.03364976836154889, 0.15135020844893407]]"
03-00-23-3_0,3,0,03-00,['03-00-04-sph-g-10'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.8956186120009543, 0.009024978159837018, 0.007929634627910001, 0.006146937396464693, 1.0, 0.01245718116376978, 0.006923742417797674, 0.006970615795582031, 0.00840700405866826, 1.0, 1.0, 0.006182212883520528, 0.01070608632461351, 0.029632995170882106]]"
03-00-24-4_0,4,0,03-00,['03-00-04-sph-g-10'],['not_applicable'],push green big solid,"[['green', 'big', 'solid']]",[['move']],[['g0']],"[[1.0, 0.08645452529568913, 0.0954951738629026, 0.07065571357248482, 1.0, 0.11100664167668965, 0.0814005857037213, 0.0807480590413781, 0.10390959105395495, 1.0, 1.0, 0.07309464884226244, 0.11040840212416587, 0.1868266588267511]]"
03-00-25-0_0,0,0,03-00,['03-00-05-sph-g-10'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[0.049717059139099, 1.0, 0.026072745078654334, 0.020051123389255524, 0.10417664941068062, 1.0, 0.022334518237578167, 0.020840964222888385, 0.029259498062535333, 0.11677076774982233, 0.39512607846538544, 0.024698773621100595, 0.11492222332694693, 0.07602959929605338]]"
03-00-26-1_0,1,0,03-00,['03-00-05-sph-g-10'],['not_applicable'],push green big sphere,"[['green', 'big', 'sphere']]",[['move']],[['g0']],"[[0.04593370095661636, 1.0, 0.02429711855822123, 0.01803992310499974, 0.07684128278299956, 1.0, 0.020367088618569396, 0.018696580800084545, 0.028311765997521672, 0.1185547455761405, 0.3662332104816412, 0.023852247501687112, 0.21178269542457479, 0.04708964019694397]]"
03-00-27-2_0,2,0,03-00,['03-00-05-sph-g-10'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.050104272953696655, 1.0, 0.02641852880517577, 0.020208784524636706, 0.100350668630056, 1.0, 0.022555968504782465, 0.020990976688246614, 0.029816135301033327, 0.11862402827929941, 0.38898014278524734, 0.025180603789493525, 0.12574893433372727, 0.07102095540460472]]"
03-00-28-3_0,3,0,03-00,['03-00-05-sph-g-10'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.07420295485325924, 1.0, 0.03535292651576149, 0.02673130462065969, 0.18317711116804017, 1.0, 0.029994013926394034, 0.027971980907871872, 0.04047156014635964, 0.2211118789773778, 1.0, 0.033570107935441434, 0.23155807265636336, 0.09585808829247135]]"
03-00-29-4_0,4,0,03-00,['03-00-05-sph-g-10'],['not_applicable'],push green big solid,"[['green', 'big', 'solid']]",[['move']],[['g0']],"[[0.05069284668794424, 1.0, 0.0267079126740277, 0.02051326869441802, 0.10413442665184978, 1.0, 0.022859856323120528, 0.021311799339015412, 0.030011062153493633, 0.11868951339992165, 0.3844639052921844, 0.025350733230952483, 0.11942332589584873, 0.07584134965722349]]"
03-00-30-0_0,0,0,03-00,['03-00-06-cyl-b-10'],['push'],push blue cylinder,"[['blue', 'cylinder']]",[['move']],[['g0']],"[[0.23809675092183816, 0.029585169611177447, 1.0, 1.0, 0.061797264497924026, 0.029623840961700783, 1.0, 0.14949611893313422, 0.1166415222585305, 0.13640560922059294, 0.05522790122903784, 0.1097671298019032, 0.03534270033309358, 0.038015992231067386]]"
03-00-31-1_0,1,0,03-00,['03-00-06-cyl-b-10'],['push'],push blue big cylinder,"[['blue', 'big', 'cylinder']]",[['move']],[['g0']],"[[0.15724839940670707, 0.04068426031340758, 1.0, 1.0, 0.0701471950284438, 0.03974791034748466, 1.0, 0.1230102345813515, 0.12875578070330887, 0.1327815014245033, 0.06651968423971469, 0.1449703638424314, 0.04771194348188514, 0.04842272663076204]]"
03-00-32-2_0,2,0,03-00,['03-00-06-cyl-b-10'],['push'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[0.1789006565351886, 0.03667883186516441, 1.0, 1.0, 0.06927777122950528, 0.03629467033082732, 1.0, 0.1498791053550034, 0.1191953564500505, 0.13449691085796184, 0.06330950363044907, 0.12269930471373651, 0.04303381020964044, 0.046234078822472595]]"
03-00-33-3_0,3,0,03-00,['03-00-06-cyl-b-10'],['push'],push blue solid,"[['blue', 'solid']]",[['move']],[['g0']],"[[0.17825198984768856, 0.03671981398325424, 1.0, 1.0, 0.06870612999855126, 0.036282753531090776, 1.0, 0.1426530452729393, 0.12249383893061133, 0.1347274128848034, 0.06322008528852141, 0.12799381352096673, 0.043201860378005684, 0.045749256363567456]]"
03-00-34-4_0,4,0,03-00,['03-00-06-cyl-b-10'],['push'],push blue big solid,"[['blue', 'big', 'solid']]",[['move']],[['g0']],"[[0.17737997324679883, 0.03685764743953145, 1.0, 1.0, 0.06872210502743113, 0.0364013261185665, 1.0, 0.14133819789334853, 0.12303125719359051, 0.13469656640902117, 0.06333514320291798, 0.1290583483064285, 0.04336910077456604, 0.045810334387799294]]"
03-00-35-0_0,0,0,03-00,['03-00-07-sph-g-03'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[0.1852930441950297, 0.011249812870583221, 0.09371477777412268, 1.0, 0.033937898497716085, 0.011736962468116284, 0.49269293700863165, 1.0, 0.028193224902150905, 0.06412230893674058, 0.0241930161363755, 0.022807711454822042, 0.012938126042805441, 0.019120179712906013]]"
03-00-36-1_0,1,0,03-00,['03-00-07-sph-g-03'],['not_applicable'],push green small sphere,"[['green', 'small', 'sphere']]",[['move']],[['g0']],"[[0.15408034085456634, 0.008872742375053288, 0.0796523375165369, 1.0, 0.026542562571027294, 0.00924767901203263, 0.5853066376376542, 1.0, 0.022696438237522428, 0.051063300688471855, 0.019069437985108843, 0.018334853029915704, 0.010230613081555023, 0.014903057010555358]]"
03-00-37-2_0,2,0,03-00,['03-00-07-sph-g-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.1463757917900773, 0.010385145583479393, 0.08652884202399475, 1.0, 0.0307173234774933, 0.010818861495608862, 0.5599661240887354, 1.0, 0.02572217327498886, 0.056896642587541624, 0.022063409245816547, 0.020976633339125233, 0.011913195328240873, 0.01763585776489784]]"
03-00-38-3_0,3,0,03-00,['03-00-07-sph-g-03'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.0464257896738639, 0.002044854994252869, 0.01841053568288836, 0.794430336651076, 0.006267855455747649, 0.0021350322183405156, 0.09801021564802517, 1.0, 0.005323968271647794, 0.012434744728480045, 0.004464504586474726, 0.0042531677953925465, 0.0023662752019987373, 0.0034327190918119325]]"
03-00-39-4_0,4,0,03-00,['03-00-07-sph-g-03'],['not_applicable'],push green small solid,"[['green', 'small', 'solid']]",[['move']],[['g0']],"[[0.09569420118280045, 0.0052771058725525205, 0.05150304524648175, 1.0, 0.01562805297921113, 0.0054938450834721275, 0.7447300466246175, 1.0, 0.0137825649716172, 0.03058622690527593, 0.011324603501536797, 0.011123582318287015, 0.006099802242681838, 0.008756923071465852]]"
03-00-40-0_0,0,0,03-00,['03-00-08-sph-g-03'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[0.5250471047926683, 0.008788631691635455, 0.11061323768454048, 0.01843507655430665, 0.017976339342579195, 0.008782608268618267, 0.030528107884883544, 0.014866801501688709, 1.0, 0.1336057135761239, 0.019325567866366564, 0.09119931828392444, 0.011749750979892391, 0.009081741572772152]]"
03-00-41-1_0,1,0,03-00,['03-00-08-sph-g-03'],['not_applicable'],push green small sphere,"[['green', 'small', 'sphere']]",[['move']],[['g0']],"[[0.2656814148614176, 0.011795038736165461, 0.23025698538871323, 0.02628887259105646, 0.023268894879816555, 0.011728559662172806, 0.04520627540552274, 0.020416632545895264, 1.0, 0.12851368345219646, 0.02487998437919528, 0.18416752514680426, 0.01562948550501287, 0.012166647446030875]]"
03-00-42-2_0,2,0,03-00,['03-00-08-sph-g-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.49058492059002345, 0.009979590656073834, 0.08772795812028099, 0.01902846670524989, 0.020218763019713044, 0.009967066971197439, 0.03018048551707041, 0.01579118474079534, 1.0, 0.18095892807030273, 0.022223781022193186, 0.08974879637388279, 0.013473665266515281, 0.010116392946701563]]"
03-00-43-3_0,3,0,03-00,['03-00-08-sph-g-03'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.4950408729872581, 0.009510922028325855, 0.11142344042008606, 0.019580019794716914, 0.01936481456512722, 0.009499974668751694, 0.032148814381936466, 0.015864747435424372, 1.0, 0.14618295058399863, 0.020914508814528977, 0.09794876489916238, 0.012736413589291867, 0.009783755831391424]]"
03-00-44-4_0,4,0,03-00,['03-00-08-sph-g-03'],['not_applicable'],push green small solid,"[['green', 'small', 'solid']]",[['move']],[['g0']],"[[0.2478735676736412, 0.01062849661275619, 0.2904719642935596, 0.024829550076048684, 0.021074435546599234, 0.010573322420930066, 0.04384538880576128, 0.018970324633653775, 1.0, 0.11109972499197437, 0.0223326768670128, 0.17321470329754063, 0.014027065661440663, 0.011058779119081314]]"
03-00-45-0_0,0,0,03-00,['03-00-09-cyl-b-10'],['push'],push blue cylinder,"[['blue', 'cylinder']]",[['move']],[['g0']],"[[1.0, 0.06310039856918744, 0.06679981867853955, 0.04091204234919773, 0.33740620166134155, 0.0720210642346497, 0.05002240444254747, 0.043019169041941856, 0.09659722127634726, 1.0, 1.0, 0.0632396439773151, 0.10966637890530566, 0.057215656863626785]]"
03-00-46-1_0,1,0,03-00,['03-00-09-cyl-b-10'],['push'],push blue big cylinder,"[['blue', 'big', 'cylinder']]",[['move']],[['g0']],"[[1.0, 0.08011009323740315, 0.11336651959336366, 0.07689276269624212, 1.0, 0.09629451334717368, 0.09194090195600142, 0.08693075218255927, 0.13200854619717883, 1.0, 1.0, 0.08636028348459632, 0.10948583313440832, 0.12660979417107332]]"
03-00-47-2_0,2,0,03-00,['03-00-09-cyl-b-10'],['push'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[1.0, 0.029563993010918988, 0.03297172616222588, 0.020719827877774672, 0.6807262288178978, 0.03485058045754833, 0.025192306215288035, 0.022193125028542406, 0.04531598448447881, 1.0, 1.0, 0.029416828570961947, 0.04802703191700593, 0.03102236745735732]]"
03-00-48-3_0,3,0,03-00,['03-00-09-cyl-b-10'],['push'],push blue solid,"[['blue', 'solid']]",[['move']],[['g0']],"[[1.0, 0.04822568413428976, 0.05911688989705537, 0.03607060457829863, 0.45349759696678543, 0.05544111592302824, 0.04432080868811939, 0.03832467526009787, 0.08436409815193636, 1.0, 1.0, 0.05323226812015208, 0.07796914259532917, 0.04943711568490779]]"
03-00-49-4_0,4,0,03-00,['03-00-09-cyl-b-10'],['push'],push blue big solid,"[['blue', 'big', 'solid']]",[['move']],[['g0']],"[[1.0, 0.086178366914973, 0.10934704498073021, 0.07049212153099968, 1.0, 0.1028464613106817, 0.08536393984812642, 0.07722198579476579, 0.14081426446362094, 1.0, 1.0, 0.09055592963774124, 0.1280969281047163, 0.10908295741364486]]"
03-00-50-0_0,0,0,03-00,['03-00-10-sph-g-10'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[0.2365394868821479, 0.0965923188213748, 0.043958979205135765, 0.0319614360941442, 1.0, 0.17570931159051947, 0.03662241473954262, 0.034632730988322244, 0.05200639995035341, 1.0, 1.0, 0.039204994331361175, 0.1449970614662341, 0.10777486593086437]]"
03-00-51-1_0,1,0,03-00,['03-00-10-sph-g-10'],['not_applicable'],push green big sphere,"[['green', 'big', 'sphere']]",[['move']],[['g0']],"[[0.22107198160872363, 0.09981333932962905, 0.04355839246532756, 0.031538516226180056, 1.0, 0.18427537160967616, 0.03618188108640608, 0.03408818091672701, 0.051854583314916596, 1.0, 1.0, 0.03916278150425408, 0.15648481992303143, 0.10197015201512831]]"
03-00-52-2_0,2,0,03-00,['03-00-10-sph-g-10'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.3279089278123131, 0.08176552802984681, 0.04441121717542557, 0.03167682907698675, 1.0, 0.12910164018671386, 0.0365972070724755, 0.034373908405150526, 0.05351890831987729, 1.0, 1.0, 0.03956864895223208, 0.13072492312688327, 0.09035226184209513]]"
03-00-53-3_0,3,0,03-00,['03-00-10-sph-g-10'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.027122767449185587, 0.04752560296843183, 0.009203421011674626, 0.006892125267891243, 1.0, 1.0, 0.007782444545100996, 0.007354188741505174, 0.010631422696449589, 0.7964491788791335, 1.0, 0.00843363347676548, 0.04882457486187091, 0.029780640101991024]]"
03-00-54-4_0,4,0,03-00,['03-00-10-sph-g-10'],['not_applicable'],push green big solid,"[['green', 'big', 'solid']]",[['move']],[['g0']],"[[0.19466296358763568, 0.1046095320256804, 0.042573841798515345, 0.030436922318597764, 1.0, 0.1915666872424404, 0.03506004244635987, 0.03270221560405625, 0.05157109742448118, 1.0, 1.0, 0.03903956426273427, 0.19056816687314698, 0.08720896641635191]]"
03-00-55-0_0,0,0,03-00,['03-00-11-sph-g-03'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[0.03832095014637417, 0.007353161834092958, 0.7193696243299035, 0.017123400337258374, 0.012100482349720276, 0.007125045772345515, 0.03051147592667976, 0.011980170276528562, 0.09021020151093803, 0.03610117371781016, 0.013100661065315948, 1.0, 0.009470876830527419, 0.0072327759025053095]]"
03-00-56-1_0,1,0,03-00,['03-00-11-sph-g-03'],['not_applicable'],push green small sphere,"[['green', 'small', 'sphere']]",[['move']],[['g0']],"[[0.025615366441250575, 0.004930576821300401, 0.812765669229351, 0.01161934563893331, 0.008114461741761338, 0.004777525541417827, 0.020859554023310158, 0.008080098654083693, 0.05922532045935178, 0.02403928858235798, 0.0087710365142444, 1.0, 0.0063437093548750064, 0.0048580469977626255]]"
03-00-57-2_0,2,0,03-00,['03-00-11-sph-g-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.13747751893838306, 0.026060745884983073, 1.0, 0.0632591354875696, 0.043108814976813396, 0.025269658393831974, 0.11584717333200402, 0.04343046241845785, 0.31283954153896176, 0.12701220757751255, 0.04640336279981766, 1.0, 0.033473425740143184, 0.025817952911521988]]"
03-00-58-3_0,3,0,03-00,['03-00-11-sph-g-03'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.137438980378449, 0.02621632291594758, 1.0, 0.06363533324870743, 0.04330900597663489, 0.025415412122312003, 0.11651526325935985, 0.0436596007289546, 0.31034827415967914, 0.12721184733841434, 0.046622473828590964, 1.0, 0.03366482117788856, 0.025962664865061554]]"
03-00-59-4_0,4,0,03-00,['03-00-11-sph-g-03'],['not_applicable'],push green small solid,"[['green', 'small', 'solid']]",[['move']],[['g0']],"[[0.0641977874716583, 0.010854916257208368, 0.5144380108662622, 0.02461423198834298, 0.01829870360682434, 0.010557529447973583, 0.04323589283232982, 0.017655341914561813, 0.1925113465248758, 0.058990521927884766, 0.019859483453036546, 1.0, 0.014078601495270106, 0.010707632213771386]]"
03-00-60-0_0,0,0,03-00,['03-00-12-sph-g-03'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[0.039504784708076605, 0.13563665500642325, 0.01688083115676424, 0.012013605688143933, 0.06995731971723725, 0.3683977042801882, 0.013802024497735347, 0.01255401642051429, 0.02067415408978885, 0.2665707084177107, 1.0, 0.01670195431221802, 1.0, 0.027306241705199307]]"
03-00-61-1_0,1,0,03-00,['03-00-12-sph-g-03'],['not_applicable'],push green small sphere,"[['green', 'small', 'sphere']]",[['move']],[['g0']],"[[0.05359264952383542, 0.1454248367511503, 0.023473801234213852, 0.016480064665931708, 0.08073615334937972, 0.2078197602492662, 0.019024821020441302, 0.017152846798483168, 0.02916443684329797, 0.3496381865601662, 1.0, 0.023582719246511428, 1.0, 0.03390972375732252]]"
03-00-62-2_0,2,0,03-00,['03-00-12-sph-g-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.037697868029789694, 0.1503162516433965, 0.016528206533032656, 0.01177340614267603, 0.0644652070909606, 0.4142460406784727, 0.01351900891014724, 0.012287081564824226, 0.02021568693835451, 0.2160302725449049, 1.0, 0.0163979412922899, 1.0, 0.026523028631151104]]"
03-00-63-3_0,3,0,03-00,['03-00-12-sph-g-03'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.04593173542125706, 0.11878300030962713, 0.019196676266946298, 0.013545044728787195, 0.07740089874615284, 0.2162332940026913, 0.01561306693426472, 0.014148333401565655, 0.023737322909600154, 0.4068822629673433, 1.0, 0.019079398916205626, 1.0, 0.029448965395558722]]"
03-00-64-4_0,4,0,03-00,['03-00-12-sph-g-03'],['not_applicable'],push green small solid,"[['green', 'small', 'solid']]",[['move']],[['g0']],"[[0.0522559279075306, 0.18179684161229911, 0.02379126207964265, 0.016777962725338002, 0.07768833273720305, 0.2576262033776053, 0.019331623500103052, 0.01743904627470791, 0.029395151859260664, 0.26527067887037337, 1.0, 0.023938828278216782, 1.0, 0.034688140777719485]]"
03-00-65-0_0,0,0,03-00,['03-00-13-sph-b-10'],['not_applicable'],push blue sphere,"[['blue', 'sphere']]",[['move']],[['g0']],"[[0.08119898766216326, 0.06978068090423713, 0.042766261503258476, 0.039417805885529754, 0.22402072981867224, 0.08698102255697421, 0.04078603117453299, 0.04023345887208567, 0.03958565499119631, 0.12306248979018146, 0.12657113734027478, 0.03363911434404404, 0.05195662515684972, 1.0]]"
